"Path","LineNumber","Line"
"C:\BoB_General\과제와실습\userland\host_applications\linux\libs\debug_sym\debug_sym.c","210","        newHandle->memFd = open( filename, O_RDWR | O_SYNC );"
"C:\BoB_General\과제와실습\userland\host_applications\linux\libs\debug_sym\debug_sym.c","223","                cmdlineFd = open( ""/proc/cmdline"", O_RDONLY );"
"C:\BoB_General\과제와실습\userland\host_applications\linux\libs\debug_sym\debug_sym.c","251","            newHandle->memFd = open( filename, O_RDWR | O_SYNC );"
"C:\BoB_General\과제와실습\userland\host_applications\linux\libs\debug_sym\debug_sym.c","257","        newHandle->memFd = open( filename, O_RDONLY | O_SYNC );"
"C:\BoB_General\과제와실습\userland\host_applications\linux\libs\debug_sym\debug_sym.c","263","        free(newHandle);"
"C:\BoB_General\과제와실습\userland\host_applications\linux\libs\debug_sym\debug_sym.c","283","            free(newHandle);"
"C:\BoB_General\과제와실습\userland\host_applications\linux\libs\debug_sym\debug_sym.c","290","            free(newHandle);"
"C:\BoB_General\과제와실습\userland\host_applications\linux\libs\debug_sym\debug_sym.c","304","            free(newHandle);"
"C:\BoB_General\과제와실습\userland\host_applications\linux\libs\debug_sym\debug_sym.c","318","                free(newHandle);"
"C:\BoB_General\과제와실습\userland\host_applications\linux\libs\debug_sym\debug_sym.c","433","    if (( newHandle->symbol = malloc( symTableSize )) == NULL )"
"C:\BoB_General\과제와실습\userland\host_applications\linux\libs\debug_sym\debug_sym.c","490","    free( newHandle );"
"C:\BoB_General\과제와실습\userland\host_applications\linux\libs\debug_sym\debug_sym.c","721","           memcpy( mapAddr + memOffset, buf, numBytes );"
"C:\BoB_General\과제와실습\userland\host_applications\linux\libs\debug_sym\debug_sym.c","725","           memcpy( buf, mapAddr + memOffset, numBytes );"
"C:\BoB_General\과제와실습\userland\host_applications\linux\libs\debug_sym\debug_sym.c","850","            free( (char *)vcHandle->symbol[i].label );"
"C:\BoB_General\과제와실습\userland\host_applications\linux\libs\debug_sym\debug_sym.c","851","    free( vcHandle->symbol );"
"C:\BoB_General\과제와실습\userland\host_applications\linux\libs\debug_sym\debug_sym.c","856","    free( vcHandle );"
"C:\BoB_General\과제와실습\userland\host_applications\linux\libs\sm\user-vcsm.c","291","      vcsm_handle = open( VCSM_CMA_DEVICE_NAME, O_RDWR, 0 );"
"C:\BoB_General\과제와실습\userland\host_applications\linux\libs\sm\user-vcsm.c","305","      vcsm_handle = open( VCSM_DEVICE_NAME, O_RDWR, 0 );"
"C:\BoB_General\과제와실습\userland\host_applications\linux\libs\sm\user-vcsm.c","311","      vcsm_handle = open( VCSM_CMA_DEVICE_NAME, O_RDWR, 0 );"
"C:\BoB_General\과제와실습\userland\host_applications\linux\libs\sm\user-vcsm.c","434","         memcpy ( alloc.name, name, 32 );"
"C:\BoB_General\과제와실습\userland\host_applications\linux\libs\sm\user-vcsm.c","522","         memcpy ( alloc.name, name, 32 );"
"C:\BoB_General\과제와실습\userland\host_applications\linux\libs\sm\user-vcsm.c","2150","   memcpy( &cache, s, sizeof cache );"
"C:\BoB_General\과제와실습\userland\host_applications\linux\libs\sm\user-vcsm.c","2193","      vcsm_s = (struct vc_sm_cma_ioctl_clean_invalid2 *)malloc(sizeof(*vcsm_s) + sizeof(struct vc_sm_cma_ioctl_clean_invalid_block)*s->op_count);"
"C:\BoB_General\과제와실습\userland\host_applications\linux\libs\sm\user-vcsm.c","2210","      free(vcsm_s);"
"C:\BoB_General\과제와실습\userland\host_applications\linux\libs\sm\user-vcsm.c","2260","         memcpy ( import.name, name, 32 );"
"C:\BoB_General\과제와실습\userland\host_applications\linux\libs\sm\user-vcsm.c","2349","         memcpy ( import.name, name, 32 );"
"C:\BoB_General\과제와실습\userland\host_applications\vmcs\test_apps\mmalcam\mmalcam.c","179","   return sscanf(str, ""%d,%d,%d,%d"", &rect->x, &rect->y, &rect->width, &rect->height) == 4;"
"C:\BoB_General\과제와실습\userland\host_applications\vmcs\test_apps\mmalcam\mmalcam.c","218","            if (sscanf(argv[i+1], ""%u"", &camcorder_behaviour.seconds_per_change) != 1) goto invalid_option;"
"C:\BoB_General\과제와실습\userland\host_applications\vmcs\test_apps\mmalcam\mmalcam.c","229","         if (sscanf(argv[i+1], ""%u"", &sleepy_time) != 1) goto invalid_option;"
"C:\BoB_General\과제와실습\userland\host_applications\vmcs\test_apps\mmalcam\mmalcam.c","234","         if (sscanf(argv[i+1], ""%u/%u"", &camcorder_behaviour.frame_rate.num, &camcorder_behaviour.frame_rate.den) == 0) goto invalid_option;"
"C:\BoB_General\과제와실습\userland\host_applications\vmcs\test_apps\mmalcam\mmalcam.c","241","         if (sscanf(argv[i+1], ""%u"", &camcorder_behaviour.bit_rate) == 0) goto invalid_option;"
"C:\BoB_General\과제와실습\userland\host_applications\vmcs\test_apps\mmalcam\mmalcam.c","245","         if (sscanf(argv[i+1], ""%u"", &camcorder_behaviour.focus_test) == 0) goto invalid_option;"
"C:\BoB_General\과제와실습\userland\host_applications\vmcs\test_apps\mmalcam\mmalcam.c","250","         if (sscanf(argv[i+1], ""%u"", &camcorder_behaviour.camera_num) == 0) goto invalid_option;"
"C:\BoB_General\과제와실습\userland\host_applications\vmcs\test_apps\mmalcam\viewfinder.c","345","   if (sscanf(vformat, ""%4ux%4u:%7s"", &width, &height, vcodec) != 3)"
"C:\BoB_General\과제와실습\userland\host_applications\vmcs\test_apps\mmalcam\viewfinder.c","489","      output = fopen(behaviour->uri, ""wb"");"
"C:\BoB_General\과제와실습\userland\host_applications\vmcs\test_apps\mmalplay\mmalplay.c","100","      memcpy(play_info[i].name, THREAD_PREFIX, sizeof(THREAD_PREFIX));"
"C:\BoB_General\과제와실습\userland\host_applications\vmcs\test_apps\mmalplay\mmalplay.c","233","   memcpy(fcc, name, MMAL_MIN(size, sizeof(fcc)));"
"C:\BoB_General\과제와실습\userland\host_applications\vmcs\test_apps\mmalplay\mmalplay.c","251","   if (sscanf(delim+1, ""%ux%u"", &value_u1, &value_u2) != 2)"
"C:\BoB_General\과제와실습\userland\host_applications\vmcs\test_apps\mmalplay\mmalplay.c","307","                  sscanf(argv[i], ""%f"", &value_f) == 1)"
"C:\BoB_General\과제와실습\userland\host_applications\vmcs\test_apps\mmalplay\mmalplay.c","334","         if (++i >= argc || sscanf(argv[i], ""%u"", &sleepy_time) != 1)"
"C:\BoB_General\과제와실습\userland\host_applications\vmcs\test_apps\mmalplay\mmalplay.c","339","         if (++i >= argc || sscanf(argv[i], ""%u"", &value_u1) != 1)"
"C:\BoB_General\과제와실습\userland\host_applications\vmcs\test_apps\mmalplay\mmalplay.c","427","            if (sscanf(argv[++i], ""%u"", &options.video_destination) != 1)"
"C:\BoB_General\과제와실습\userland\host_applications\vmcs\test_apps\mmalplay\playback.c","366","   ctx = malloc(sizeof(MMALPLAY_T));"
"C:\BoB_General\과제와실습\userland\host_applications\vmcs\test_apps\mmalplay\playback.c","373","      free(ctx);"
"C:\BoB_General\과제와실습\userland\host_applications\vmcs\test_apps\mmalplay\playback.c","581","   free(ctx);"
"C:\BoB_General\과제와실습\userland\host_applications\vmcs\test_apps\mmalplay\playback.c","957","   param = malloc(param_size);"
"C:\BoB_General\과제와실습\userland\host_applications\vmcs\test_apps\mmalplay\playback.c","1024","      free(param);"
"C:\BoB_General\과제와실습\userland\host_applications\vmcs\test_apps\mmalplay\playback.c","1047","   param = malloc(param_size);"
"C:\BoB_General\과제와실습\userland\host_applications\vmcs\test_apps\mmalplay\playback.c","1067","      free(param);"
"C:\BoB_General\과제와실습\userland\interface\khronos\common\khrn_client_rpc.h","403","      memcpy((uint8_t *)out + (i * len), in, len);"
"C:\BoB_General\과제와실습\userland\interface\khronos\common\khrn_client_rpc.h","415","      memcpy(out, (const uint8_t *)in + (i * len), len);"
"C:\BoB_General\과제와실습\userland\interface\khronos\common\khrn_client_vector.c","64","         memcpy(new_data, vector->data, vector->size);"
"C:\BoB_General\과제와실습\userland\interface\khronos\common\linux\khrn_client_platform_linux.c","412","   memcpy(aTrg, aSrc, aLength);"
"C:\BoB_General\과제와실습\userland\interface\khronos\common\linux\khrn_client_rpc_linux.c","344","   memcpy(thread->merge_buffer + thread->merge_pos, in, len);"
"C:\BoB_General\과제와실습\userland\interface\khronos\common\linux\khrn_client_rpc_linux.c","382","      memcpy(out, header->data, len);"
"C:\BoB_General\과제와실습\userland\interface\khronos\common\linux\khrn_client_rpc_linux.c","455","            memcpy(out, ctrl, len_io[0]);"
"C:\BoB_General\과제와실습\userland\interface\khronos\common\linux\khrn_client_rpc_linux.c","507","   if (thread->merge_pos == CLIENT_MAKE_CURRENT_SIZE && (memcpy(&data,thread->merge_buffer,sizeof(data)), data == EGLINTMAKECURRENT_ID))"
"C:\BoB_General\과제와실습\userland\interface\khronos\vg\vg_client.c","2960","      memcpy((VGubyte *)dst->segments.data + (dst->segments.size - segments_count), src->segments.data, segments_count);"
"C:\BoB_General\과제와실습\userland\interface\khronos\vg\vg_client.c","3017","      memcpy((VGubyte *)path->segments.data + (path->segments.size - segments_count), segments, segments_count);"
"C:\BoB_General\과제와실습\userland\interface\khronos\wf\wfc_client.c","569","      memcpy(&scene->context, &context_ptr->dynamic_attributes, sizeof(WFC_CONTEXT_DYNAMIC_ATTRIB_T));"
"C:\BoB_General\과제와실습\userland\interface\khronos\wf\wfc_client.c","2389","   memcpy(&scene->elements[scene->element_count++], &element_ptr->attributes, sizeof(WFC_ELEMENT_ATTRIB_T));"
"C:\BoB_General\과제와실습\userland\interface\khronos\wf\wfc_client_ipc.c","222","            memcpy(waiter->dest, response + 1, len);"
"C:\BoB_General\과제와실습\userland\interface\khronos\wf\wfc_client_server_api.c","196","   memcpy(&msg.scene, scene, sizeof(*scene));"
"C:\BoB_General\과제와실습\userland\interface\khronos\wf\wfc_client_server_api.c","320","   memcpy(&msg.info, info, copy_size);"
"C:\BoB_General\과제와실습\userland\interface\khronos\wf\wfc_client_server_api.c","395","         memcpy(rects, reply.rects, WFC_SERVER_STREAM_RECTS_SIZE * sizeof(*rects));"
"C:\BoB_General\과제와실습\userland\interface\khronos\wf\wfc_client_server_api.c","556","      memcpy(&msg.image, image, sizeof(msg.image));"
"C:\BoB_General\과제와실습\userland\interface\khronos\wf\wfc_client_server_api.c","635","         memcpy(info, &reply.info, copy_size);"
"C:\BoB_General\과제와실습\userland\interface\khronos\wf\wfc_client_stream.c","806","         memcpy(dest_rect, vc_rects, sizeof(dest_rect)); // Types are equivalent"
"C:\BoB_General\과제와실습\userland\interface\khronos\wf\wfc_client_stream.c","1003","            memcpy(&stream_ptr->info, &info, info.size);"
"C:\BoB_General\과제와실습\userland\interface\mmal\mmal.h","257","  * memcpy(format_in->extradata, YOUR_H264_CODEC_HEADER_BYTES, format_in->extradata_size);"
"C:\BoB_General\과제와실습\userland\interface\mmal\client\brcmjpeg\brcmjpeg.c","127","      *comp = calloc(sizeof(BRCMJPEG_T), 1);"
"C:\BoB_General\과제와실습\userland\interface\mmal\client\brcmjpeg\brcmjpeg.c","142","         free(comp);"
"C:\BoB_General\과제와실습\userland\interface\mmal\client\brcmjpeg\brcmjpeg.c","227","   free(ctx);"
"C:\BoB_General\과제와실습\userland\interface\mmal\client\brcmjpeg\brcmjpeg.c","907","         memcpy(data_out, data_in, width);"
"C:\BoB_General\과제와실습\userland\interface\mmal\client\brcmjpeg\brcmjpeg_test.c","69","            if (++arg >= argc || sscanf(argv[arg++], ""%u"", &count) != 1)"
"C:\BoB_General\과제와실습\userland\interface\mmal\client\brcmjpeg\brcmjpeg_test.c","74","            if (++arg >= argc || sscanf(argv[arg++], ""%u"", &format) != 1)"
"C:\BoB_General\과제와실습\userland\interface\mmal\client\brcmjpeg\brcmjpeg_test.c","159","        FILE *file_in = fopen(argv[i], ""rb"");"
"C:\BoB_General\과제와실습\userland\interface\mmal\client\brcmjpeg\brcmjpeg_test.c","165","        FILE *file_out = fopen(outFileName, ""wb+"");"
"C:\BoB_General\과제와실습\userland\interface\mmal\components\aaf_audio_render.cpp","182","      memcpy(dest, buffer->data + buffer->offset, bytes);"
"C:\BoB_General\과제와실습\userland\interface\mmal\components\aggregator.c","75","   memcpy(names, component_names, length);"
"C:\BoB_General\과제와실습\userland\interface\mmal\components\android_media_codec.cpp","220","      memcpy(inBuf->data(), in->data + in->offset, size);"
"C:\BoB_General\과제와실습\userland\interface\mmal\components\android_media_codec.cpp","411","         memcpy(dst, src, valid);"
"C:\BoB_General\과제와실습\userland\interface\mmal\components\android_media_codec.cpp","414","      memcpy(out->data, outBuf->data() + offset, size);"
"C:\BoB_General\과제와실습\userland\interface\mmal\components\avcodec_audio_decoder.c","159","      memcpy(module->codec_context->extradata, port->format->extradata,"
"C:\BoB_General\과제와실습\userland\interface\mmal\components\avcodec_audio_decoder.c","334","   memcpy(out->data, module->output, size);"
"C:\BoB_General\과제와실습\userland\interface\mmal\components\avcodec_video_decoder.c","135","      memcpy(module->codec_context->extradata, port->format->extradata,"
"C:\BoB_General\과제와실습\userland\interface\mmal\components\container_reader.c","285","      memcpy(format->extradata, container_format->extradata, format->extradata_size);"
"C:\BoB_General\과제와실습\userland\interface\mmal\components\copy.c","115","   memcpy(out->data, in->data + in->offset, in->length);"
"C:\BoB_General\과제와실습\userland\interface\mmal\components\scheduler.c","182","      memcpy(out->data, in->data + in->offset, in->length);"
"C:\BoB_General\과제와실습\userland\interface\mmal\components\sdl_audio_render.c","87","         memcpy(stream, buffer->data + buffer->offset, bytes);"
"C:\BoB_General\과제와실습\userland\interface\mmal\components\sdl_video_render.c","267","         memcpy(dst, src, width);"
"C:\BoB_General\과제와실습\userland\interface\mmal\components\spdif.c","239","   memcpy(out->data, ac3_spdif_header, sizeof(ac3_spdif_header));"
"C:\BoB_General\과제와실습\userland\interface\mmal\components\spdif.c","254","      memcpy(out->data + 8, in_data, in->length);"
"C:\BoB_General\과제와실습\userland\interface\mmal\core\mmal_component.c","100","   memcpy(component_name, name, name_length);"
"C:\BoB_General\과제와실습\userland\interface\mmal\core\mmal_events.c","131","   memcpy(buffer->data, event->data, event->length);"
"C:\BoB_General\과제와실습\userland\interface\mmal\core\mmal_format.c","97","      memcpy(fmt_dst->extradata, fmt_src->extradata, fmt_src->extradata_size);"
"C:\BoB_General\과제와실습\userland\interface\mmal\core\mmal_port_clock.c","111","   memcpy(&event, buffer->data, sizeof(MMAL_CLOCK_EVENT_T));"
"C:\BoB_General\과제와실습\userland\interface\mmal\core\mmal_port_clock.c","395","   memcpy(buffer->data, event, buffer->length);"
"C:\BoB_General\과제와실습\userland\interface\mmal\openmaxil\mmalomx_core.c","744","   buffer = calloc( 1, sizeof(*buffer) );"
"C:\BoB_General\과제와실습\userland\interface\mmal\openmaxil\mmalomx_core.c","864","   buffer = calloc( 1, sizeof(*buffer) );"
"C:\BoB_General\과제와실습\userland\interface\mmal\openmaxil\mmalomx_core.c","916","      free(buffer);"
"C:\BoB_General\과제와실습\userland\interface\mmal\openmaxil\mmalomx_core.c","966","   free(pBuffer);"
"C:\BoB_General\과제와실습\userland\interface\mmal\openmaxil\mmalomx_core.c","1106","   strcpy((char *)cRole, mmalomx_role_to_name(role));"
"C:\BoB_General\과제와실습\userland\interface\mmal\openmaxil\mmalomx_core.c","1146","   sprintf(cComponentName, ""%s%s"", prefix, name);"
"C:\BoB_General\과제와실습\userland\interface\mmal\openmaxil\mmalomx_core.c","1228","   component = calloc(1, sizeof(*component) + ports_num * sizeof(*component->ports));"
"C:\BoB_General\과제와실습\userland\interface\mmal\openmaxil\mmalomx_core.c","1238","      free(component);"
"C:\BoB_General\과제와실습\userland\interface\mmal\openmaxil\mmalomx_core.c","1245","      free(component);"
"C:\BoB_General\과제와실습\userland\interface\mmal\openmaxil\mmalomx_core.c","1393","   free(component);"
"C:\BoB_General\과제와실습\userland\interface\mmal\openmaxil\mmalomx_parameters.c","393","         memcpy(&param->common.nU32, &port->format_param.common.nU32,"
"C:\BoB_General\과제와실습\userland\interface\mmal\openmaxil\mmalomx_parameters.c","408","         memcpy(&param->common.nU32, &port->format_param.common.nU32,"
"C:\BoB_General\과제와실습\userland\interface\mmal\openmaxil\mmalomx_parameters.c","528","         memcpy(&port->format_param.common.nU32, &param->common.nU32,"
"C:\BoB_General\과제와실습\userland\interface\mmal\openmaxil\mmalomx_parameters.c","543","         memcpy(&port->format_param.common.nU32, &param->common.nU32,"
"C:\BoB_General\과제와실습\userland\interface\mmal\openmaxil\mmalomx_util_params.c","125","      memcpy(mmal_data, omx_data, size);"
"C:\BoB_General\과제와실습\userland\interface\mmal\openmaxil\mmalomx_util_params.c","127","      memcpy(omx_data, mmal_data, size);"
"C:\BoB_General\과제와실습\userland\interface\mmal\openmaxil\mmalomx_util_params_camera.c","370","      memcpy(mmal->effect_parameter, omx->nParams, sizeof(uint32_t) * omx->nNumParams);"
"C:\BoB_General\과제와실습\userland\interface\mmal\openmaxil\mmalomx_util_params_camera.c","378","      memcpy(omx->nParams, mmal->effect_parameter, sizeof(uint32_t) * omx->nNumParams);"
"C:\BoB_General\과제와실습\userland\interface\mmal\test\examples\example_basic_1.c","43","   source_file = fopen(uri, ""rb""); if (!source_file) goto error;"
"C:\BoB_General\과제와실습\userland\interface\mmal\test\examples\example_basic_1.c","128","      memcpy(format_in->extradata, codec_header_bytes, format_in->extradata_size);"
"C:\BoB_General\과제와실습\userland\interface\mmal\test\examples\example_basic_2.c","45","   source_file = fopen(uri, ""rb""); if (!source_file) goto error;"
"C:\BoB_General\과제와실습\userland\interface\mmal\test\examples\example_basic_2.c","192","      memcpy(format_in->extradata, codec_header_bytes, format_in->extradata_size);"
"C:\BoB_General\과제와실습\userland\interface\mmal\util\mmal_il.c","367","   memcpy(channel_mapping, default_mapping[nchannels],"
"C:\BoB_General\과제와실습\userland\interface\mmal\util\mmal_param_convert.c","161","   if (sscanf(str, ""%d*%d+%d+%d"", &w,&h,&x,&y) == 4 ||"
"C:\BoB_General\과제와실습\userland\interface\mmal\util\mmal_param_convert.c","162","       sscanf(str, ""%d*%d"", &w,&h) == 2)"
"C:\BoB_General\과제와실습\userland\interface\mmal\util\mmal_util.c","432","      memcpy(buf, src, 4);"
"C:\BoB_General\과제와실습\userland\interface\mmal\util\mmal_util_params.c","145","   param = calloc(1, param_size);"
"C:\BoB_General\과제와실습\userland\interface\mmal\util\mmal_util_params.c","151","   memcpy(param->str, value, strlen(value)+1);"
"C:\BoB_General\과제와실습\userland\interface\mmal\util\mmal_util_params.c","153","   free(param);"
"C:\BoB_General\과제와실습\userland\interface\mmal\util\mmal_util_params.c","171","   param = calloc(1, param_size);"
"C:\BoB_General\과제와실습\userland\interface\mmal\util\mmal_util_params.c","177","   memcpy(param->data, data, size);"
"C:\BoB_General\과제와실습\userland\interface\mmal\util\mmal_util_params.c","179","   free(param);"
"C:\BoB_General\과제와실습\userland\interface\mmal\vc\mmal_vc_api.c","628","      memcpy(msg->short_data, buffer->data + buffer->offset, buffer->length);"
"C:\BoB_General\과제와실습\userland\interface\mmal\vc\mmal_vc_api.c","986","      memcpy(port->format->extradata, reply.extradata, port->format->extradata_size);"
"C:\BoB_General\과제와실습\userland\interface\mmal\vc\mmal_vc_api.c","1012","   memcpy(msg.extradata, msg.format.extradata, msg.format.extradata_size);"
"C:\BoB_General\과제와실습\userland\interface\mmal\vc\mmal_vc_api.c","1054","      memcpy(port->format->extradata, reply.extradata, port->format->extradata_size);"
"C:\BoB_General\과제와실습\userland\interface\mmal\vc\mmal_vc_api.c","1134","   memcpy(&msg.param, param, param->size);"
"C:\BoB_General\과제와실습\userland\interface\mmal\vc\mmal_vc_api.c","1184","   memcpy(&msg.param, param, param->size);"
"C:\BoB_General\과제와실습\userland\interface\mmal\vc\mmal_vc_api.c","1218","      memcpy(param, &reply.param, param->size);"
"C:\BoB_General\과제와실습\userland\interface\mmal\vc\mmal_vc_api.c","1223","      memcpy(param, &reply.param, reply.param.size);"
"C:\BoB_General\과제와실습\userland\interface\mmal\vc\mmal_vc_api.c","1333","   strcpy(msg.name, basename);"
"C:\BoB_General\과제와실습\userland\interface\mmal\vc\mmal_vc_api_drm.c","74","   memcpy(into, reply.secret, 32);"
"C:\BoB_General\과제와실습\userland\interface\mmal\vc\mmal_vc_client.c","261","         memcpy(buffer->data, msg->data, msg->length);"
"C:\BoB_General\과제와실습\userland\interface\mmal\vc\mmal_vc_client.c","390","                  memcpy(dst->data, msg->short_data, msg->payload_in_message);"
"C:\BoB_General\과제와실습\userland\interface\mmal\vc\mmal_vc_client.c","431","            memcpy(waiter->dest, msg, len);"
"C:\BoB_General\과제와실습\userland\interface\mmal\vc\mmal_vc_dbglog.h","148","   memcpy(&entry->u.msg, header, sizeof(entry->u.msg)); \"
"C:\BoB_General\과제와실습\userland\interface\vchi\vchi_cfg_internal.h","62","// Lock-free(er) dequeuing"
"C:\BoB_General\과제와실습\userland\interface\vchiq_arm\vchiq_lib.c","933","         memcpy(data, service->peek_buf, service->peek_size);"
"C:\BoB_General\과제와실습\userland\interface\vchiq_arm\vchiq_lib.c","1443","         open(""/dev/vchiq"", O_RDWR) :"
"C:\BoB_General\과제와실습\userland\interface\vchiq_arm\vchiq_test.c","138","   int fd = open(""/dev/vc-cma"", O_RDWR);"
"C:\BoB_General\과제와실습\userland\interface\vchiq_arm\vchiq_test.c","307","      pointer = malloc(stack_size);"
"C:\BoB_General\과제와실습\userland\interface\vchiq_arm\vchiq_test.c","352","      bulk_bufs[i] = malloc(g_params.blocksize + BULK_ALIGN_SIZE - 1);"
"C:\BoB_General\과제와실습\userland\interface\vchiq_arm\vchiq_test.c","358","            free(bulk_bufs[--i]);"
"C:\BoB_General\과제와실습\userland\interface\vchiq_arm\vchiq_test.c","458","      free(bulk_bufs[i]);"
"C:\BoB_General\과제와실습\userland\interface\vchiq_arm\vchiq_test.c","488","      bulk_tx_data[i] = malloc(g_params.blocksize);"
"C:\BoB_General\과제와실습\userland\interface\vchiq_arm\vchiq_test.c","945","   char *ping_buf = malloc(size + sizeof(struct test_params));"
"C:\BoB_General\과제와실습\userland\interface\vchiq_arm\vchiq_test.c","1051","   free(ping_buf);"
"C:\BoB_General\과제와실습\userland\interface\vchiq_arm\vchiq_test.c","1061","   char *ping_buf = malloc(size + sizeof(struct test_params));"
"C:\BoB_General\과제와실습\userland\interface\vchiq_arm\vchiq_test.c","1190","   free(ping_buf);"
"C:\BoB_General\과제와실습\userland\interface\vchiq_arm\vchiq_test.c","1345","      if ((header_size >= 4) && (memcpy(&data, header->data, sizeof(data)), data == MSG_ECHO))"
"C:\BoB_General\과제와실습\userland\interface\vchiq_arm\vchiq_test.c","1745","   pointer = malloc(stack_size);"
"C:\BoB_General\과제와실습\userland\interface\vcos\vcos_string.h","123","char *vcos_strcpy(char *dst, const char *src) { return strcpy(dst, src); }"
"C:\BoB_General\과제와실습\userland\interface\vcos\vcos_string.h","129","void *vcos_memcpy(void *dst, const void *src, size_t n) {  memcpy(dst, src, n);  return dst;  }"
"C:\BoB_General\과제와실습\userland\interface\vcos\generic\vcos_cmd.c","660","        memcpy( new_cmd_entry, cmd_globals.cmd_entry, cmd_globals.num_cmd_entries * sizeof( *cmd_entry ));"
"C:\BoB_General\과제와실습\userland\interface\vcos\generic\vcos_generic_named_sem.c","176","         memcpy(new_impl->name, name, name_len + 1); /* already checked length! */"
"C:\BoB_General\과제와실습\userland\interface\vcos\glibc\vcos_backtrace.c","52","      free(names);"
"C:\BoB_General\과제와실습\userland\interface\vcos\pthreads\vcos_platform.h","809","   void *p = malloc(len);"
"C:\BoB_General\과제와실습\userland\interface\vcos\pthreads\vcos_platform.h","814","   return (char *)memcpy(p, str, len);"
"C:\BoB_General\과제와실습\userland\interface\vcos\pthreads\vcos_pthreads.c","331","      log_fhandle = fopen(log_fname, ""w"");"
"C:\BoB_General\과제와실습\userland\interface\vmcs_host\vcilcs.c","526","      memcpy(st->msg[i], msg, msg_len);"
"C:\BoB_General\과제와실습\userland\interface\vmcs_host\vcilcs.c","573","   memcpy(wait->resp, msg, copy);"
"C:\BoB_General\과제와실습\userland\interface\vmcs_host\vcilcs.c","867","   memcpy(&exe.bufferHeader, pBuffer, sizeof(OMX_BUFFERHEADERTYPE));"
"C:\BoB_General\과제와실습\userland\interface\vmcs_host\vcilcs.c","946","            memcpy(fixup.header, start, fixup.headerlen);"
"C:\BoB_General\과제와실습\userland\interface\vmcs_host\vcilcs.c","949","            memcpy(fixup.trailer, round_end, fixup.trailerlen);"
"C:\BoB_General\과제와실습\userland\interface\vmcs_host\vcilcs.c","997","   memcpy(pHeader, &exe->bufferHeader, sizeof(OMX_BUFFERHEADERTYPE));"
"C:\BoB_General\과제와실습\userland\interface\vmcs_host\vcilcs.c","1048","            memcpy(dest, fixup->header, fixup->headerlen);"
"C:\BoB_General\과제와실습\userland\interface\vmcs_host\vcilcs.c","1050","            memcpy(end-fixup->trailerlen, fixup->trailer, fixup->trailerlen);"
"C:\BoB_General\과제와실습\userland\interface\vmcs_host\vcilcs.c","1058","      memcpy(dest, buffer->buffer, exe->bufferLen);"
"C:\BoB_General\과제와실습\userland\interface\vmcs_host\vcilcs_in.c","80","      memcpy(ret->param, exe->param, size);"
"C:\BoB_General\과제와실습\userland\interface\vmcs_host\vcilcs_in.c","114","      memcpy(ret->param, exe->param, size);"
"C:\BoB_General\과제와실습\userland\interface\vmcs_host\vcilcs_in.c","163","      memcpy(&ret->bufferHeader, bufferHeader, sizeof(OMX_BUFFERHEADERTYPE));"
"C:\BoB_General\과제와실습\userland\interface\vmcs_host\vcilcs_in.c","236","   memcpy(pHeader, &exe->bufferHeader, sizeof(OMX_BUFFERHEADERTYPE));"
"C:\BoB_General\과제와실습\userland\interface\vmcs_host\vcilcs_out.c","150","   memcpy(pComponentUUID, resp.uuid, sizeof(OMX_UUIDTYPE));"
"C:\BoB_General\과제와실습\userland\interface\vmcs_host\vcilcs_out.c","237","   memcpy(exe.param, pComponentParameterStructure, size);"
"C:\BoB_General\과제와실습\userland\interface\vmcs_host\vcilcs_out.c","242","   memcpy(pComponentParameterStructure, resp.param, size);"
"C:\BoB_General\과제와실습\userland\interface\vmcs_host\vcilcs_out.c","274","   memcpy(exe.param, pComponentParameterStructure, size);"
"C:\BoB_General\과제와실습\userland\interface\vmcs_host\vcilcs_out.c","419","      memcpy(pHeader, &resp.bufferHeader, sizeof(OMX_BUFFERHEADERTYPE));"
"C:\BoB_General\과제와실습\userland\interface\vmcs_host\vcilcs_out.c","768","   strcpy(exe.name, component_name);"
"C:\BoB_General\과제와실습\userland\interface\vmcs_host\vcilcs_out.c","820","         memcpy(resp.portIndex, summary->portIndex, sizeof(OMX_U32) * 32);"
"C:\BoB_General\과제와실습\userland\interface\vmcs_host\vcilcs_out.c","885","   memcpy(pHeader, &exe->bufferHeader, sizeof(OMX_BUFFERHEADERTYPE));"
"C:\BoB_General\과제와실습\userland\interface\vmcs_host\vc_vchi_cecservice.c","747","      p += sprintf(p, ""0x%02X"",  (cecservice_client.logical_address << 4) | (follower & 0xF));"
"C:\BoB_General\과제와실습\userland\interface\vmcs_host\vc_vchi_cecservice.c","749","         p += sprintf(p, "" %02X"", payload[i]);"
"C:\BoB_General\과제와실습\userland\interface\vmcs_host\vc_vchi_cecservice.c","1099"," *       is actually free (see vc_cec_poll_address). Physical address used"
"C:\BoB_General\과제와실습\userland\interface\vmcs_host\vc_vchi_gencmd.c","335","         memcpy(response, gencmd_client.response_buffer+sizeof(int), (size_t) vcos_min((int)gencmd_client.response_length, (int)maxlen));"
"C:\BoB_General\과제와실습\userland\interface\vmcs_host\vc_vchi_gencmd.c","476","   retval = sscanf(value, ""0x%x"", (unsigned int*)number);"
"C:\BoB_General\과제와실습\userland\interface\vmcs_host\vc_vchi_gencmd.c","479","      retval = sscanf(value, ""%d"", number);"
